State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total_Calls,Total_minutes,Service_pressure,Call_Per_Day,min_per_day
WI,142,408,No,Yes,24,239.8,103,285.9,65,256.7,106,9.5,4,0,False,278,791.9000000000001,0.0,1.944055944055944,5.537762237762238
OR,149,415,No,No,0,242.5,83,245.4,97,219.6,80,10.0,3,3,True,263,717.5,0.02,1.7533333333333334,4.783333333333333
CO,54,510,No,Yes,39,117.6,82,159.2,60,236.4,113,11.3,10,2,False,265,524.4999999999999,0.03636363636363636,4.818181818181818,9.536363636363633
PA,88,510,No,No,0,218.2,76,169.3,60,141.1,99,8.0,1,1,False,236,536.6,0.011235955056179775,2.651685393258427,6.0292134831460675
IL,85,415,No,Yes,29,144.6,97,140.0,102,165.4,148,10.9,3,1,False,350,460.9,0.011627906976744186,4.069767441860465,5.359302325581395
DE,51,415,Yes,No,0,153.6,108,232.9,85,214.2,92,14.1,4,0,True,289,614.8000000000001,0.0,5.5576923076923075,11.823076923076924
MO,45,510,No,Yes,29,135.8,104,222.5,101,235.6,92,7.9,6,2,False,303,601.8,0.043478260869565216,6.586956521739131,13.082608695652173
OH,146,408,No,Yes,31,202.5,91,241.4,108,169.6,77,7.8,2,1,False,278,621.3,0.006802721088435374,1.8911564625850341,4.226530612244898
WI,63,510,No,Yes,34,152.2,119,227.1,91,195.7,103,12.3,5,1,False,318,587.3,0.015625,4.96875,9.1765625
OH,72,510,No,No,0,138.9,111,211.6,102,179.5,91,10.8,3,1,False,307,540.8,0.0136986301369863,4.205479452054795,7.4082191780821915
TN,130,408,No,No,0,127.0,102,206.9,107,231.7,99,6.1,6,0,False,314,571.6999999999999,0.0,2.3969465648854964,4.364122137404579
SD,97,415,No,No,0,168.6,87,259.2,105,279.8,123,7.3,4,1,False,319,714.8999999999999,0.01020408163265306,3.2551020408163267,7.294897959183672
NY,54,415,No,No,0,286.6,73,223.2,108,203.7,107,11.5,5,1,True,293,725.0,0.01818181818181818,5.327272727272727,13.181818181818182
GA,160,415,No,Yes,29,164.6,121,262.8,108,123.8,131,15.2,4,1,False,364,566.4,0.006211180124223602,2.260869565217391,3.5180124223602482
TX,79,415,No,No,0,144.0,90,135.8,91,212.4,129,13.0,4,1,False,314,505.20000000000005,0.0125,3.925,6.315
WV,92,415,No,Yes,47,141.6,95,207.9,130,203.6,95,10.2,11,0,False,331,563.3000000000001,0.0,3.5591397849462365,6.0569892473118285
MI,59,415,No,No,0,204.3,65,247.3,123,214.7,94,12.0,4,1,False,286,678.3,0.016666666666666666,4.766666666666667,11.305
ND,132,510,No,No,0,163.2,80,167.6,90,87.5,90,6.2,10,1,False,270,424.49999999999994,0.007518796992481203,2.030075187969925,3.1917293233082704
SD,93,415,No,No,0,176.1,103,199.7,130,263.9,96,8.5,6,2,False,335,648.1999999999999,0.02127659574468085,3.5638297872340425,6.895744680851063
NJ,147,415,No,Yes,36,254.2,78,228.1,105,98.0,125,13.8,7,5,False,315,594.0999999999999,0.033783783783783786,2.1283783783783785,4.014189189189189
AK,101,510,No,No,0,174.9,105,262.0,75,210.0,93,8.5,5,1,False,278,655.4,0.00980392156862745,2.7254901960784315,6.425490196078431
CT,125,415,Yes,No,0,187.3,118,160.7,111,263.8,112,9.6,2,0,True,343,621.4,0.0,2.7222222222222223,4.931746031746032
CO,63,415,No,No,0,211.8,84,230.9,137,217.1,99,10.7,9,3,False,329,670.5000000000001,0.046875,5.140625,10.476562500000002
MD,107,415,No,No,0,241.9,102,126.9,117,185.6,92,11.7,6,0,False,317,566.1,0.0,2.935185185185185,5.241666666666667
MN,117,408,No,No,0,161.6,104,196.3,119,294.8,111,13.8,2,1,False,336,666.5,0.00847457627118644,2.847457627118644,5.648305084745763
KY,124,415,No,No,0,194.0,103,241.0,116,227.5,153,11.9,5,0,False,377,674.4,0.0,3.016,5.3952
NH,115,510,No,No,0,109.7,148,223.8,87,240.3,96,15.4,8,3,False,339,589.1999999999999,0.02586206896551724,2.9224137931034484,5.079310344827586
CO,156,408,Yes,No,0,277.0,119,238.3,106,94.4,96,8.3,3,1,False,324,617.9999999999999,0.006369426751592357,2.0636942675159236,3.9363057324840756
KY,89,408,No,No,0,192.1,83,163.6,88,169.7,138,6.1,3,0,False,312,531.5,0.0,3.466666666666667,5.905555555555556
KY,72,415,No,No,0,198.4,147,216.9,121,112.8,125,13.1,4,0,False,397,541.2,0.0,5.438356164383562,7.413698630136987
OR,53,415,No,No,0,184.8,98,216.4,125,141.1,116,18.4,3,2,False,342,560.7,0.037037037037037035,6.333333333333333,10.383333333333335
SD,116,408,No,No,0,167.8,119,142.0,123,190.7,128,7.3,4,2,False,374,507.8,0.017094017094017096,3.1965811965811968,4.34017094017094
DE,78,408,No,No,0,139.2,140,191.4,113,286.5,125,11.8,3,3,False,381,628.9,0.0379746835443038,4.822784810126582,7.960759493670886
NE,56,510,No,No,0,121.6,84,165.3,115,243.9,95,8.9,2,1,False,296,539.6999999999999,0.017543859649122806,5.192982456140351,9.468421052631578
OH,123,408,No,Yes,39,270.4,99,245.1,110,108.9,113,15.4,7,1,False,329,639.8,0.008064516129032258,2.653225806451613,5.159677419354838
AR,116,415,No,Yes,23,253.0,78,138.9,121,277.8,104,11.8,3,2,False,306,681.5,0.017094017094017096,2.6153846153846154,5.8247863247863245
WI,102,408,No,No,0,200.6,106,152.5,127,199.4,128,7.7,2,3,False,363,560.2,0.02912621359223301,3.5242718446601944,5.438834951456311
OR,95,415,No,No,0,167.6,96,176.0,89,250.9,113,13.4,6,2,False,304,607.9,0.020833333333333332,3.1666666666666665,6.332291666666666
VA,102,408,No,No,0,156.5,67,204.3,103,141.9,72,9.9,2,2,False,244,512.6,0.019417475728155338,2.3689320388349513,4.976699029126213
AR,89,415,No,Yes,25,215.1,140,197.4,69,162.1,117,10.6,10,1,False,336,585.2,0.011111111111111112,3.7333333333333334,6.502222222222223
CT,50,408,No,No,0,301.7,82,167.1,118,72.2,89,10.5,6,1,False,295,551.5,0.0196078431372549,5.784313725490196,10.813725490196079
OH,93,415,No,Yes,42,152.3,90,267.5,102,266.9,130,11.3,5,7,False,327,698.0,0.07446808510638298,3.478723404255319,7.425531914893617
WY,68,510,No,No,0,195.4,116,212.1,101,138.4,134,15.1,11,1,False,362,561.0,0.014492753623188406,5.246376811594203,8.130434782608695
IL,70,408,No,No,0,208.7,97,275.5,83,182.5,122,8.0,3,2,False,305,674.7,0.028169014084507043,4.295774647887324,9.502816901408451
MO,138,415,No,Yes,29,190.1,87,223.2,123,256.2,130,14.2,6,0,False,346,683.7,0.0,2.4892086330935252,4.918705035971223
MA,112,415,No,Yes,17,183.2,95,252.8,125,156.7,95,9.7,3,0,False,318,602.4000000000001,0.0,2.814159292035398,5.330973451327434
NH,117,510,Yes,No,0,54.2,100,303.2,84,171.8,84,8.6,2,1,True,270,537.8000000000001,0.00847457627118644,2.288135593220339,4.557627118644068
IA,1,408,No,Yes,26,208.0,115,185.0,113,177.7,144,8.1,9,1,False,381,578.8000000000001,0.5,190.5,289.40000000000003
AL,70,415,No,No,0,230.3,110,77.9,87,247.1,105,13.2,4,1,False,306,568.5000000000001,0.014084507042253521,4.309859154929577,8.007042253521128
WV,52,510,No,Yes,21,195.7,119,106.2,95,157.4,94,5.3,3,2,False,311,464.59999999999997,0.03773584905660377,5.867924528301887,8.766037735849055
NV,105,408,No,No,0,166.1,93,175.9,106,243.5,55,16.2,3,2,False,257,601.7,0.018867924528301886,2.4245283018867925,5.676415094339623
SC,77,510,No,Yes,28,135.9,117,244.5,102,207.5,74,11.5,3,4,True,296,599.4,0.05128205128205128,3.7948717948717947,7.684615384615384
NC,80,415,Yes,No,0,189.1,122,223.2,92,269.0,116,13.9,3,2,True,333,695.1999999999999,0.024691358024691357,4.111111111111111,8.582716049382714
NH,120,510,No,Yes,43,177.9,117,175.1,70,161.3,117,11.5,4,1,False,308,525.8,0.008264462809917356,2.5454545454545454,4.345454545454545
WY,54,408,No,Yes,39,143.9,73,210.3,117,129.2,117,12.5,8,2,False,315,495.90000000000003,0.03636363636363636,5.7272727272727275,9.016363636363637
FL,148,510,Yes,No,0,148.2,138,159.6,123,197.4,62,8.6,3,2,False,326,513.8,0.013422818791946308,2.1879194630872485,3.448322147651006
PA,119,408,No,No,0,287.1,115,159.3,99,216.8,86,13.9,1,2,True,301,677.1,0.016666666666666666,2.5083333333333333,5.6425
MO,85,510,No,No,0,165.8,96,190.0,141,144.0,116,10.9,3,5,True,356,510.7,0.05813953488372093,4.1395348837209305,5.938372093023256
KS,101,510,No,Yes,25,144.1,144,167.6,105,240.0,107,14.5,3,1,False,359,566.2,0.00980392156862745,3.519607843137255,5.5509803921568635
KY,172,415,No,No,0,172.5,85,253.1,71,221.6,113,5.9,6,0,False,275,653.1,0.0,1.5895953757225434,3.7751445086705204
DE,80,415,No,No,0,199.8,138,167.1,91,271.8,94,5.5,4,1,False,327,644.2,0.012345679012345678,4.037037037037037,7.953086419753087
WI,67,510,No,No,0,109.1,134,142.3,76,91.2,86,10.9,5,2,False,301,353.5,0.029411764705882353,4.426470588235294,5.198529411764706
CO,86,408,No,No,0,171.8,106,301.7,44,139.4,108,9.7,5,1,False,263,622.6,0.011494252873563218,3.0229885057471266,7.15632183908046
NM,107,415,No,No,0,222.3,101,286.0,111,249.4,117,12.1,4,1,True,333,769.8000000000001,0.009259259259259259,3.0833333333333335,7.127777777777778
DE,133,510,No,No,0,245.8,102,264.7,90,111.7,103,11.2,7,0,False,302,633.4000000000001,0.0,2.253731343283582,4.726865671641792
IL,116,510,No,No,0,164.6,110,270.6,103,230.4,109,8.0,3,0,False,325,673.6,0.0,2.7777777777777777,5.757264957264957
WA,63,408,No,No,0,211.7,107,271.7,77,203.3,108,7.4,7,0,False,299,694.1,0.0,4.671875,10.8453125
MA,119,408,Yes,Yes,16,147.2,103,160.1,96,184.0,120,7.7,2,0,True,321,498.99999999999994,0.0,2.675,4.158333333333333
OH,133,408,Yes,No,0,254.7,103,252.2,80,178.1,103,8.0,3,0,True,289,693.0,0.0,2.156716417910448,5.1716417910447765
TN,94,408,Yes,No,0,170.1,113,271.8,94,110.7,78,8.7,4,1,False,289,561.3000000000001,0.010526315789473684,3.042105263157895,5.90842105263158
MA,69,510,No,No,0,195.1,91,261.5,57,203.8,90,11.4,5,0,False,243,671.8000000000001,0.0,3.4714285714285715,9.597142857142858
MI,146,408,No,No,0,149.3,83,187.1,130,149.8,100,7.9,4,7,True,317,494.09999999999997,0.047619047619047616,2.1564625850340136,3.361224489795918
NH,142,408,Yes,Yes,25,191.1,109,149.6,120,227.8,60,9.8,3,0,False,292,578.3,0.0,2.041958041958042,4.044055944055944
MD,123,408,No,No,0,206.9,115,224.4,86,197.4,60,8.3,2,3,False,263,637.0,0.024193548387096774,2.120967741935484,5.137096774193548
MS,101,408,No,No,0,239.0,156,273.0,106,278.2,93,13.5,8,1,True,363,803.7,0.00980392156862745,3.5588235294117645,7.879411764705883
AZ,43,415,No,No,0,179.3,97,252.7,126,227.5,114,8.0,5,0,False,342,667.5,0.0,7.7727272727272725,15.170454545454545
IN,69,408,No,No,0,185.3,91,219.1,88,243.6,107,5.5,5,0,False,291,653.5,0.0,4.1571428571428575,9.335714285714285
NY,15,510,Yes,No,0,141.4,80,123.9,76,323.5,88,8.1,3,2,False,247,596.9,0.125,15.4375,37.30625
WV,67,510,No,No,0,152.5,131,252.4,107,185.4,104,4.9,3,2,False,345,595.1999999999999,0.029411764705882353,5.073529411764706,8.752941176470587
NY,99,415,No,No,0,145.6,102,230.9,87,181.5,86,11.4,7,1,False,282,569.4,0.01,2.82,5.694
OK,46,415,No,No,0,164.2,116,196.2,153,236.1,119,8.1,1,1,False,389,604.6,0.02127659574468085,8.27659574468085,12.863829787234042
NC,55,408,Yes,No,0,221.0,115,165.4,97,235.4,117,9.7,4,1,False,333,631.5,0.017857142857142856,5.946428571428571,11.276785714285714
KY,39,415,No,No,0,295.4,126,232.1,117,204.4,123,11.5,2,1,True,368,743.4,0.025,9.2,18.585
TX,92,510,No,No,0,139.8,98,174.9,143,201.6,135,9.4,7,2,False,383,525.7,0.021505376344086023,4.118279569892473,5.652688172043011
CT,56,415,No,No,0,162.3,99,149.1,78,255.5,115,14.8,1,4,True,293,581.6999999999999,0.07017543859649122,5.140350877192983,10.205263157894736
NE,76,415,No,No,0,272.7,97,236.4,95,235.5,105,7.7,2,0,True,299,752.3000000000001,0.0,3.883116883116883,9.770129870129871
HI,132,408,Yes,Yes,33,200.3,75,226.6,67,198.8,91,12.9,3,2,False,236,638.6,0.015037593984962405,1.7744360902255638,4.801503759398496
AK,51,510,Yes,Yes,12,135.8,60,200.6,134,192.4,98,12.3,7,2,False,299,541.0999999999999,0.038461538461538464,5.75,10.405769230769229
SD,27,408,No,No,0,236.7,110,231.9,92,164.7,85,12.7,6,1,False,293,646.0,0.03571428571428571,10.464285714285714,23.071428571428573
ID,224,510,No,No,0,111.4,133,175.0,66,217.2,106,5.5,6,3,False,311,509.09999999999997,0.013333333333333334,1.3822222222222222,2.2626666666666666
OK,105,510,Yes,Yes,28,156.1,89,107.1,114,167.7,95,14.7,3,0,True,301,445.59999999999997,0.0,2.839622641509434,4.20377358490566
WA,117,408,No,No,0,191.1,93,282.8,56,84.8,118,12.0,4,2,False,271,570.6999999999999,0.01694915254237288,2.2966101694915255,4.8364406779661016
VA,146,415,No,No,0,205.4,101,134.9,77,310.5,83,10.3,2,3,False,263,661.0999999999999,0.02040816326530612,1.7891156462585034,4.497278911564625
WI,147,415,Yes,No,0,225.2,111,184.9,98,143.2,146,9.9,1,0,True,356,563.1999999999999,0.0,2.4054054054054053,3.8054054054054047
IN,68,510,No,No,0,249.9,127,254.5,118,273.2,98,8.9,6,2,True,349,786.4999999999999,0.028985507246376812,5.057971014492754,11.39855072463768
NM,68,408,No,No,0,131.6,89,137.0,109,256.3,107,10.2,5,3,False,310,535.1000000000001,0.043478260869565216,4.492753623188406,7.755072463768118
VT,159,415,No,No,0,275.8,103,189.5,108,223.9,93,7.4,5,2,True,309,696.6,0.0125,1.93125,4.35375
AZ,134,415,No,Yes,40,142.9,105,88.6,61,290.0,96,10.8,6,1,False,268,532.3,0.007407407407407408,1.9851851851851852,3.942962962962963
VT,113,510,No,No,0,207.2,113,256.0,80,211.0,87,9.9,1,1,False,281,684.1,0.008771929824561403,2.4649122807017543,6.000877192982457
MO,132,408,No,No,0,206.2,100,211.2,118,196.2,122,10.2,6,1,False,346,623.8,0.007518796992481203,2.601503759398496,4.690225563909774
NJ,93,510,Yes,Yes,38,225.7,117,119.6,122,193.2,125,14.0,7,1,True,371,552.5,0.010638297872340425,3.9468085106382977,5.877659574468085
WA,174,408,No,Yes,33,167.8,91,205.3,91,130.0,132,14.5,4,4,True,318,517.6,0.022857142857142857,1.8171428571428572,2.9577142857142857
NY,61,415,No,No,0,197.7,118,152.2,96,221.0,93,7.0,3,2,False,310,577.9,0.03225806451612903,5.0,9.320967741935483
DC,91,415,No,Yes,39,169.8,105,65.2,116,144.4,92,10.9,4,1,False,317,390.29999999999995,0.010869565217391304,3.4456521739130435,4.242391304347826
NE,88,408,No,Yes,28,190.6,104,237.3,105,211.6,116,9.8,1,2,False,326,649.3,0.02247191011235955,3.662921348314607,7.295505617977527
MA,88,408,No,Yes,45,80.3,140,153.3,101,309.2,123,12.8,3,2,False,367,555.5999999999999,0.02247191011235955,4.123595505617978,6.242696629213482
NM,182,415,No,No,0,69.1,114,230.3,109,256.7,96,6.5,4,0,False,323,562.5999999999999,0.0,1.7650273224043715,3.0743169398907098
CO,118,408,No,No,0,188.8,60,217.4,64,220.1,100,8.2,7,4,False,231,634.5000000000001,0.03361344537815126,1.9411764705882353,5.331932773109244
NH,103,408,No,No,0,150.6,125,169.1,126,221.2,104,10.4,8,8,True,363,551.3,0.07692307692307693,3.4903846153846154,5.300961538461538
IL,65,510,No,No,0,192.0,89,139.5,88,187.4,102,5.5,4,2,False,283,524.4,0.030303030303030304,4.287878787878788,7.945454545454545
UT,61,408,No,Yes,25,163.7,78,113.2,112,134.1,118,9.9,3,3,False,311,420.9,0.04838709677419355,5.016129032258065,6.788709677419354
WV,172,415,No,No,0,211.7,100,198.7,101,301.7,136,6.5,9,1,False,346,718.5999999999999,0.005780346820809248,2.0,4.153757225433526
NJ,72,415,No,No,0,175.5,103,132.3,120,242.9,96,11.8,3,1,False,322,562.5,0.0136986301369863,4.410958904109589,7.705479452054795
NM,113,510,No,No,0,150.1,120,200.1,85,266.7,105,11.0,3,2,False,313,627.9,0.017543859649122806,2.745614035087719,5.507894736842105
NM,67,415,No,No,0,215.5,102,190.7,95,214.5,106,8.6,6,1,False,309,629.3000000000001,0.014705882352941176,4.544117647058823,9.254411764705884
DE,136,415,No,No,0,101.7,105,202.8,99,136.2,119,9.4,6,3,False,329,450.09999999999997,0.021897810218978103,2.4014598540145986,3.285401459854014
GA,71,415,No,No,0,258.4,132,126.8,119,182.4,87,9.7,8,4,False,346,577.3000000000001,0.05555555555555555,4.805555555555555,8.018055555555556
HI,134,408,No,No,0,242.4,126,152.9,115,318.3,115,11.8,6,1,False,362,725.4,0.007407407407407408,2.6814814814814816,5.373333333333333
NJ,84,415,No,No,0,190.2,102,197.7,141,247.5,102,9.8,6,2,False,351,645.1999999999999,0.023529411764705882,4.129411764705883,7.590588235294117
ME,39,408,No,No,0,154.1,104,204.2,112,196.2,92,9.8,4,2,False,312,564.3,0.05,7.8,14.107499999999998
OK,110,510,No,No,0,188.0,127,90.5,118,150.3,64,15.3,3,3,False,312,444.1,0.02702702702702703,2.810810810810811,4.000900900900901
TN,102,510,No,No,0,103.1,70,275.0,129,141.1,92,11.2,5,1,False,296,530.4000000000001,0.009708737864077669,2.8737864077669903,5.149514563106797
WY,70,415,No,No,0,175.4,130,159.5,130,260.6,96,11.6,4,0,False,360,607.1,0.0,5.070422535211268,8.550704225352113
NY,142,415,No,No,0,145.4,93,209.1,98,214.0,96,10.9,1,1,False,288,579.4,0.006993006993006993,2.013986013986014,4.0517482517482515
RI,17,415,No,No,0,161.5,123,214.2,81,315.0,106,8.6,5,1,False,315,699.3000000000001,0.05555555555555555,17.5,38.85
PA,119,408,No,No,0,260.1,101,256.5,68,229.1,89,10.0,2,1,True,260,755.7,0.008333333333333333,2.1666666666666665,6.2975
MD,108,415,Yes,Yes,42,130.1,90,167.0,128,244.7,80,13.6,5,3,True,303,555.4,0.027522935779816515,2.779816513761468,5.095412844036697
VA,90,415,No,No,0,102.0,118,113.3,134,188.6,105,11.4,3,2,False,360,415.29999999999995,0.02197802197802198,3.956043956043956,4.5637362637362635
IN,100,415,No,Yes,33,218.7,104,155.0,144,99.0,117,12.1,4,1,False,369,484.8,0.009900990099009901,3.6534653465346536,4.8
OR,155,408,No,Yes,30,128.5,86,188.4,91,254.4,85,6.8,6,1,False,268,578.0999999999999,0.00641025641025641,1.7179487179487178,3.70576923076923
AZ,113,510,No,No,0,128.7,100,227.1,67,178.1,135,9.2,4,2,True,306,543.1,0.017543859649122806,2.6842105263157894,4.764035087719298
WI,123,415,No,No,0,172.2,92,162.6,76,250.3,101,8.7,4,1,False,273,593.8,0.008064516129032258,2.2016129032258065,4.788709677419354
VA,145,408,No,No,0,199.2,124,126.0,86,289.2,135,7.6,3,1,False,348,622.0,0.00684931506849315,2.3835616438356166,4.260273972602739
MO,42,415,No,No,0,184.5,98,200.5,93,279.2,91,8.8,3,2,False,285,673.0,0.046511627906976744,6.627906976744186,15.651162790697674
NV,125,510,No,No,0,168.6,99,175.6,107,243.3,92,10.9,7,0,False,305,598.4,0.0,2.4206349206349205,4.749206349206349
HI,131,415,No,Yes,30,174.0,118,205.3,81,218.2,90,6.7,3,1,False,292,604.2,0.007575757575757576,2.212121212121212,4.577272727272728
WA,107,415,No,No,0,230.4,65,257.4,80,107.3,88,8.5,3,1,False,236,603.5999999999999,0.009259259259259259,2.185185185185185,5.588888888888888
IL,48,408,No,No,0,198.2,73,202.8,115,146.4,73,5.1,5,1,False,266,552.5,0.02040816326530612,5.428571428571429,11.275510204081632
IL,76,510,No,No,0,186.1,96,211.6,100,230.6,100,8.0,4,0,False,300,636.3,0.0,3.896103896103896,8.263636363636364
LA,128,415,No,No,0,148.5,105,243.0,106,255.2,114,6.8,2,1,False,327,653.5,0.007751937984496124,2.5348837209302326,5.065891472868217
WI,73,415,No,No,0,157.1,109,268.8,83,181.5,91,10.0,8,0,False,291,617.4,0.0,3.9324324324324325,8.343243243243244
TX,52,415,No,No,0,155.0,110,133.4,104,176.1,84,7.0,4,4,True,302,471.5,0.07547169811320754,5.69811320754717,8.89622641509434
NC,124,415,No,No,0,188.5,77,182.0,123,218.2,127,6.1,6,1,False,333,594.8000000000001,0.008,2.664,4.758400000000001
WA,137,408,No,No,0,208.8,120,225.3,100,221.6,130,11.1,5,0,False,355,666.8000000000001,0.0,2.572463768115942,4.831884057971015
MS,107,510,No,Yes,30,198.9,87,207.0,90,159.8,76,12.6,4,3,False,257,578.3000000000001,0.027777777777777776,2.3796296296296298,5.35462962962963
KY,147,408,No,No,0,212.8,79,204.1,91,156.2,113,10.2,2,1,False,285,583.3,0.006756756756756757,1.9256756756756757,3.941216216216216
RI,116,510,No,No,0,137.4,126,120.0,94,130.3,64,12.4,2,3,False,286,400.09999999999997,0.02564102564102564,2.4444444444444446,3.4196581196581195
NY,60,510,No,Yes,31,191.8,75,267.8,135,200.5,62,12.8,3,2,False,275,672.9,0.03278688524590164,4.508196721311475,11.031147540983607
TX,38,510,No,No,0,149.0,92,49.2,78,163.3,93,13.9,11,0,False,274,375.4,0.0,7.0256410256410255,9.625641025641025
DE,63,408,No,No,0,117.1,118,249.6,90,162.2,84,11.1,4,3,False,296,540.0,0.046875,4.625,8.4375
NM,94,415,No,No,0,108.0,79,241.9,152,252.1,92,10.4,3,3,False,326,612.4,0.031578947368421054,3.431578947368421,6.446315789473684
RI,131,415,No,No,0,112.8,133,199.4,116,142.7,105,10.1,5,0,False,359,465.0,0.0,2.7196969696969697,3.522727272727273
MS,158,510,No,No,0,175.9,105,188.3,88,188.3,98,11.0,6,1,False,297,563.5,0.006289308176100629,1.8679245283018868,3.5440251572327046
NY,139,510,No,No,0,236.6,109,169.9,107,212.3,118,11.1,2,1,True,336,629.9,0.007142857142857143,2.4,4.4992857142857146
WI,140,415,No,No,0,129.6,79,246.2,99,172.1,124,9.4,10,3,False,312,557.3,0.02127659574468085,2.2127659574468086,3.952482269503546
SD,52,510,No,Yes,20,133.3,63,184.1,123,272.9,107,13.5,2,1,False,295,603.8,0.018867924528301886,5.566037735849057,11.39245283018868
VA,103,510,No,No,0,167.8,121,212.9,123,208.2,73,13.0,3,5,False,320,601.9000000000001,0.04807692307692308,3.076923076923077,5.7875000000000005
CO,85,510,No,Yes,21,283.2,110,239.7,108,149.5,80,6.3,1,5,False,299,678.6999999999999,0.05813953488372093,3.4767441860465116,7.891860465116278
WA,71,408,No,No,0,141.2,132,149.1,90,171.4,72,7.0,2,2,False,296,468.69999999999993,0.027777777777777776,4.111111111111111,6.509722222222221
NV,177,415,No,Yes,27,230.2,106,196.1,78,215.4,108,10.4,2,1,False,294,652.0999999999999,0.0056179775280898875,1.651685393258427,3.6634831460674153
SC,49,415,Yes,No,0,237.8,92,208.9,119,167.8,86,15.6,6,2,True,303,630.1,0.04,6.06,12.602
RI,106,510,Yes,No,0,204.0,84,168.5,61,164.0,102,13.3,3,3,True,250,549.8,0.028037383177570093,2.336448598130841,5.138317757009346
ID,60,510,No,No,0,221.1,106,178.6,48,202.7,90,7.4,3,1,False,247,609.8,0.01639344262295082,4.049180327868853,9.99672131147541
KY,43,408,No,No,0,177.2,93,142.6,60,314.1,144,12.7,2,4,False,299,646.6,0.09090909090909091,6.795454545454546,14.695454545454545
SD,125,415,No,No,0,163.8,73,255.6,85,192.9,95,15.7,4,0,False,257,628.0,0.0,2.0396825396825395,4.984126984126984
