State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn
CO,66,408,No,Yes,40,141.7,87,268.3,89,241.3,68,8.5,7,0,False
TX,80,510,No,Yes,22,196.4,115,150.3,109,176.2,75,9.3,1,0,False
WV,84,408,No,No,0,146.8,133,171.7,73,234.5,69,9.9,3,1,False
MA,96,415,No,No,0,173.9,111,287.4,105,204.8,91,9.1,7,1,False
TN,123,415,No,Yes,34,305.2,80,156.5,109,280.0,81,13.2,7,1,False
ID,116,510,Yes,Yes,29,162.3,91,279.3,79,192.7,131,11.7,2,3,True
DE,105,415,Yes,No,0,150.0,106,293.8,123,250.7,65,10.3,7,3,False
VA,80,415,No,No,0,197.5,114,206.9,119,163.6,109,11.3,4,1,False
MT,157,408,No,No,0,240.2,67,153.0,98,249.0,72,10.2,6,2,False
ID,67,510,No,Yes,30,186.2,117,286.7,76,164.3,113,12.9,3,2,False
MD,79,415,No,Yes,17,236.7,95,263.5,56,259.6,107,12.0,4,1,False
MS,76,408,No,No,0,173.2,93,131.2,80,170.9,104,5.4,3,0,False
OH,94,415,No,No,0,181.3,135,182.4,108,180.6,103,6.7,2,0,False
AR,109,510,No,No,0,175.4,125,250.7,87,289.3,74,9.8,9,1,False
AZ,138,415,No,No,0,87.6,112,266.9,107,214.6,104,9.8,10,2,False
SC,73,415,No,No,0,203.3,45,141.9,87,200.7,71,8.5,6,0,False
KY,21,415,No,No,0,92.6,95,161.9,70,285.0,78,11.3,3,5,True
NE,103,408,No,No,0,160.8,91,155.8,82,254.3,103,8.5,3,1,False
MN,79,408,No,Yes,32,50.6,62,201.4,87,146.8,121,4.2,4,2,False
NV,89,415,No,No,0,134.9,59,156.0,152,197.5,112,10.2,5,1,False
CA,120,415,No,No,0,252.1,110,226.1,103,155.6,83,13.8,3,1,False
UT,121,415,No,Yes,41,215.5,95,241.8,92,147.0,108,9.6,3,1,False
IL,101,415,No,No,0,124.8,66,257.2,85,193.2,115,13.4,4,0,False
DC,115,408,No,No,0,178.7,114,271.0,96,245.9,94,16.4,5,2,False
IN,168,415,No,No,0,183.2,131,179.2,73,292.8,100,9.9,5,2,False
MS,70,510,No,No,0,147.1,105,200.0,135,234.9,65,12.5,9,3,False
VT,138,415,No,No,0,230.1,107,212.0,120,174.9,119,13.2,4,1,False
VT,43,408,No,No,0,135.8,125,163.2,88,229.8,106,12.6,3,0,False
UT,117,510,No,Yes,20,205.7,98,136.1,107,159.4,147,8.7,3,2,False
KY,108,408,No,No,0,73.8,105,143.4,114,170.2,98,10.9,3,2,False
VA,118,408,No,No,0,189.3,119,233.5,112,270.9,104,10.0,1,2,False
AZ,62,408,No,Yes,42,137.3,95,184.2,94,231.4,70,10.2,3,0,False
NY,86,510,No,No,0,70.7,125,211.0,113,174.6,107,0.0,0,2,False
VA,44,408,No,No,0,204.6,117,205.2,94,164.6,84,10.7,5,0,False
MD,111,510,No,No,0,123.1,88,213.9,84,184.9,88,12.0,2,5,True
MA,127,510,No,Yes,19,129.7,115,160.8,101,265.0,63,12.2,3,2,False
IL,151,415,Yes,No,0,198.7,70,209.5,106,281.9,126,12.4,4,0,False
PA,137,415,No,No,0,215.9,76,145.4,118,186.9,129,12.1,4,1,False
TN,106,415,No,No,0,119.2,142,228.4,139,197.9,61,8.4,9,2,False
NJ,88,510,No,No,0,144.3,116,156.4,74,214.7,90,7.8,10,3,False
VA,106,415,No,No,0,235.2,121,220.6,87,236.3,91,11.8,4,1,False
NJ,57,510,Yes,No,0,115.0,65,122.3,96,245.0,75,6.4,1,0,True
WA,184,408,No,No,0,151.7,93,178.5,77,229.1,111,13.1,8,2,False
AR,109,510,No,No,0,153.1,102,234.1,77,329.2,74,9.9,9,3,False
WI,127,415,No,No,0,218.6,93,149.9,130,204.6,131,9.2,5,2,False
ME,174,415,No,No,0,190.3,98,252.7,70,220.6,97,7.2,9,2,False
CO,92,415,No,No,0,184.7,60,262.0,73,239.5,120,12.3,6,2,True
CO,81,408,No,No,0,115.3,99,224.7,117,152.5,98,18.0,2,1,False
CT,119,408,No,No,0,294.2,100,232.5,53,195.0,64,9.0,1,0,True
NC,122,415,No,No,0,215.6,86,167.8,59,207.0,67,6.4,8,3,False
WY,34,408,No,No,0,128.8,80,208.7,93,202.1,103,14.0,7,1,False
FL,90,415,No,Yes,24,71.2,82,181.6,103,186.9,111,12.9,1,1,False
KY,73,408,No,No,0,94.9,121,253.2,83,175.1,86,14.2,2,2,False
SC,19,510,No,No,0,259.4,116,269.7,109,175.3,130,9.5,3,1,True
WA,120,408,No,Yes,28,215.8,123,285.2,76,192.1,78,6.9,3,1,False
MT,160,415,No,No,0,97.5,113,268.1,69,255.3,62,13.2,4,3,False
PA,141,510,No,No,0,146.5,121,169.9,125,238.8,112,8.2,5,0,False
VT,72,415,No,No,0,139.9,117,223.6,96,240.8,93,12.7,4,2,False
MN,117,408,No,Yes,21,153.2,112,263.3,110,135.0,85,11.9,7,1,False
IL,79,408,Yes,No,0,103.5,134,319.3,111,239.9,124,8.4,4,2,False
AR,87,408,No,No,0,185.8,119,192.3,83,200.0,96,6.6,4,1,False
MD,102,415,No,No,0,129.5,56,354.2,118,145.5,93,10.9,3,1,False
MT,49,408,No,No,0,236.6,91,220.9,146,146.8,114,8.9,2,1,False
VT,67,408,No,No,0,260.4,107,208.2,104,207.9,115,10.0,2,6,False
CO,107,415,No,No,0,167.3,100,163.9,79,185.9,100,6.7,5,2,False
WA,118,510,No,No,0,113.0,80,150.1,87,204.3,115,10.8,4,2,False
TN,120,415,No,No,0,185.7,133,235.1,149,256.4,78,16.9,6,0,False
AR,94,408,No,No,0,136.2,114,165.1,118,137.9,71,9.6,5,0,False
DC,115,510,No,Yes,29,222.6,81,190.3,109,201.2,87,11.5,2,1,False
MN,61,415,No,No,0,197.3,67,264.5,106,210.5,116,9.0,6,1,False
KS,110,510,No,No,0,208.0,69,95.1,94,178.5,129,8.0,11,1,False
ND,104,415,No,No,0,118.5,92,177.8,109,255.7,98,12.1,4,1,False
MT,16,510,No,No,0,153.2,65,229.7,90,148.2,94,10.7,8,1,False
DC,147,408,No,No,0,168.6,92,187.7,107,216.5,95,14.4,8,2,False
MS,102,510,Yes,No,0,224.2,81,243.3,90,147.8,66,12.0,8,3,False
IA,64,415,No,Yes,43,118.4,100,144.1,108,158.1,91,8.5,6,1,False
AK,103,510,No,No,0,190.9,62,226.6,53,230.1,96,7.8,3,2,False
MN,152,415,No,No,0,317.8,60,152.9,100,123.4,63,10.4,7,1,True
WV,124,415,No,No,0,312.0,112,180.0,109,168.6,94,12.8,4,1,True
OR,97,415,No,No,0,146.0,121,203.0,141,151.8,120,13.3,2,1,False
MS,131,415,No,No,0,131.6,95,179.3,109,251.2,129,15.5,3,1,True
ME,57,415,No,Yes,33,193.4,105,231.6,79,226.2,90,11.1,11,2,False
MN,157,510,No,No,0,185.1,92,213.0,85,196.1,85,8.5,5,2,False
GA,194,510,No,No,0,193.3,106,169.0,150,225.2,122,11.8,4,0,False
DC,66,415,No,No,0,146.4,107,196.5,99,230.1,106,7.8,2,1,False
NY,123,415,No,No,0,123.2,104,190.0,117,170.3,95,12.9,5,4,True
OK,116,510,No,No,0,205.0,90,140.9,114,272.6,96,7.5,4,2,False
OK,63,415,No,No,0,128.7,78,240.8,133,237.7,121,12.8,6,1,False
GA,64,510,No,No,0,216.9,78,211.0,115,179.8,116,11.4,5,3,False
NJ,96,510,No,No,0,150.0,122,218.5,116,212.4,89,9.8,1,3,False
ME,105,510,No,No,0,212.0,113,226.6,128,193.6,114,8.9,7,3,False
MI,53,510,No,Yes,37,167.3,99,194.7,99,236.7,112,12.0,9,2,False
NE,129,510,No,Yes,30,177.3,95,211.8,102,240.2,108,9.3,7,3,False
VT,93,408,No,No,0,149.6,120,200.7,85,181.2,107,14.3,9,0,False
OH,115,510,Yes,No,0,345.3,81,203.4,106,217.5,107,11.8,8,1,True
AL,25,408,No,No,0,264.9,80,281.2,66,166.1,80,8.4,4,1,True
DC,73,408,No,No,0,122.0,92,138.3,114,224.2,128,5.8,5,1,False
DE,97,510,No,No,0,225.1,90,279.5,127,233.8,103,8.8,4,0,True
NY,148,408,No,No,0,208.4,120,174.4,99,310.7,105,11.2,4,1,False
AL,85,408,No,Yes,30,173.1,107,247.2,101,158.7,104,11.5,5,1,False
OK,86,510,Yes,No,0,162.4,131,167.0,102,128.9,118,11.4,2,2,True
MS,78,415,No,Yes,13,281.2,93,178.2,101,244.2,129,6.4,5,2,False
MD,106,415,No,No,0,208.3,89,169.4,67,102.0,90,15.9,4,3,False
AR,145,415,No,No,0,224.2,89,314.9,121,182.9,121,16.1,3,1,True
IL,91,415,No,No,0,189.3,100,239.3,107,89.7,89,9.9,3,3,False
UT,116,415,No,Yes,24,232.9,90,152.1,94,344.3,82,10.7,6,1,False
LA,69,415,No,Yes,37,155.0,98,142.4,105,143.7,117,5.9,4,1,False
ID,135,510,No,No,0,154.4,130,203.8,90,158.7,59,11.8,3,0,False
KY,73,510,No,No,0,234.7,102,195.7,110,253.4,71,8.4,8,2,False
MI,48,415,No,No,0,240.0,88,141.0,117,128.9,137,7.1,9,1,False
NH,125,415,Yes,No,0,298.4,78,270.5,142,107.3,84,12.2,2,0,True
WV,100,415,No,No,0,166.0,102,236.1,97,134.3,93,10.9,4,1,False
SD,64,415,No,No,0,174.5,98,180.2,103,179.0,89,10.7,2,2,False
MD,116,510,Yes,Yes,27,175.5,137,210.6,60,294.8,121,6.9,5,1,False
ND,147,408,Yes,Yes,35,157.5,109,189.6,67,227.0,76,11.1,2,3,True
MO,84,415,No,Yes,35,207.5,138,201.0,116,164.5,107,7.5,16,4,False
IL,86,510,No,Yes,16,144.8,105,206.2,111,255.4,117,11.6,2,4,False
UT,134,415,No,No,0,258.8,85,129.5,114,193.6,106,10.9,7,2,False
MI,105,415,No,No,0,226.9,106,182.2,77,203.9,107,11.6,2,0,True
AR,88,408,No,No,0,152.9,119,171.2,107,257.0,106,12.0,5,2,False
AK,86,408,No,No,0,150.8,85,295.9,88,247.2,104,12.5,1,1,False
NH,141,415,No,Yes,32,322.4,92,283.2,107,209.5,111,6.7,3,1,True
NM,148,408,No,No,0,153.6,148,262.1,87,225.5,99,9.8,3,2,False
MN,163,408,No,Yes,22,215.1,91,138.9,102,146.2,109,12.4,2,2,False
IA,89,415,No,Yes,35,174.4,108,196.7,100,127.4,74,11.8,3,1,False
RI,63,415,No,No,0,180.5,126,230.0,98,232.5,73,10.6,3,0,False
AL,102,415,No,No,0,123.1,106,182.0,102,244.6,75,12.6,7,2,False
SD,104,408,No,No,0,200.2,92,118.7,87,236.6,65,6.0,6,2,False
MT,63,415,No,Yes,33,184.2,111,312.6,89,264.0,55,12.2,4,1,False
KY,105,415,No,Yes,24,274.7,99,193.5,118,299.6,109,10.8,3,3,False
DC,68,415,Yes,Yes,39,142.0,140,241.6,89,302.0,72,11.3,5,1,False
CO,63,408,Yes,Yes,21,151.5,99,147.8,89,210.4,114,10.0,4,1,False
KS,91,408,Yes,No,0,246.4,110,182.0,98,157.6,106,12.1,2,2,True
NC,101,415,No,No,0,232.7,114,186.4,123,153.3,122,11.5,6,5,False
SC,116,408,No,No,0,288.0,120,255.8,90,233.4,99,13.4,4,0,True
CO,131,415,No,Yes,23,170.8,145,236.7,93,294.5,100,12.7,1,1,False
MN,84,415,No,No,0,216.1,114,197.5,107,217.8,104,9.8,3,1,False
WY,104,415,No,No,0,138.7,100,215.4,58,164.3,98,4.9,4,2,False
FL,108,510,No,No,0,210.7,112,238.7,73,253.6,90,9.2,5,3,False
NY,111,415,No,No,0,181.8,117,158.1,91,266.2,123,9.7,9,0,False
OK,155,408,No,Yes,30,61.6,103,255.1,110,225.9,96,12.4,5,1,False
ME,66,510,No,No,0,207.7,85,196.7,112,261.7,83,6.8,3,1,False
NE,64,510,No,No,0,219.2,73,167.0,65,161.4,119,10.0,5,1,False
OH,69,415,No,No,0,227.0,122,258.7,111,169.7,87,8.9,1,2,False
DC,101,415,No,No,0,257.3,84,184.8,115,108.9,109,13.5,7,0,False
OK,15,415,No,No,0,121.1,130,216.0,86,235.1,33,16.1,5,2,False
NJ,88,415,No,No,0,301.5,136,257.7,72,132.9,118,13.4,2,4,True
IA,197,415,No,No,0,233.9,96,218.9,111,182.9,109,9.5,3,0,False
VA,50,415,Yes,No,0,99.6,108,308.7,102,161.2,62,13.7,6,2,True
VA,172,510,No,No,0,169.8,123,183.1,94,395.0,72,12.7,7,2,False
NM,188,415,Yes,Yes,26,198.8,115,166.6,67,198.5,118,14.4,3,1,True
FL,85,408,Yes,No,0,116.2,86,229.7,127,204.2,109,10.1,3,3,False
RI,103,510,Yes,No,0,255.9,128,140.9,92,308.9,130,12.1,2,1,True
NJ,136,408,No,Yes,27,187.7,84,221.0,147,145.7,110,10.0,4,3,False
NE,155,408,No,Yes,21,195.9,91,213.9,84,88.2,111,8.6,4,0,False
WV,145,415,No,No,0,129.4,97,185.4,101,204.7,106,1.1,2,2,False
WY,116,510,No,Yes,12,221.0,108,151.0,118,179.0,80,9.0,6,2,False
SC,152,408,No,No,0,140.5,92,186.8,96,227.0,89,9.5,5,2,False
MS,65,415,Yes,No,0,277.9,123,155.8,112,256.9,71,9.2,10,0,True
ND,180,415,No,No,0,224.9,105,250.0,101,216.1,73,6.7,5,3,True
IL,67,415,No,No,0,109.1,117,217.4,124,188.4,141,12.8,6,0,False
OR,60,415,No,No,0,207.8,109,123.5,112,291.6,115,5.7,9,0,False
IA,44,415,No,No,0,308.6,139,150.8,94,198.7,66,7.3,3,4,True
ME,25,510,No,No,0,242.6,69,209.0,117,219.7,82,14.4,6,2,False
WY,145,408,No,No,0,229.6,82,138.1,103,250.8,109,3.3,3,1,False
WI,122,510,No,Yes,28,166.0,62,233.9,88,170.1,84,7.7,3,2,False
SC,121,415,No,No,0,144.8,126,200.6,82,208.8,81,13.3,9,0,True
DC,55,510,Yes,No,0,106.1,77,123.5,100,96.4,92,12.9,3,0,False
CT,77,415,No,No,0,221.8,84,166.0,125,210.2,72,13.2,4,1,False
OR,12,415,No,No,0,204.6,98,212.5,90,182.1,95,9.8,7,2,False
OR,64,510,No,No,0,213.5,93,166.6,114,122.0,78,14.1,3,3,False
NV,92,415,No,Yes,44,152.0,95,274.9,73,162.4,121,10.0,1,2,False
MN,125,415,Yes,Yes,29,260.8,81,163.7,112,271.7,117,17.0,6,1,True
OK,160,408,No,No,0,166.4,117,317.0,129,160.4,121,10.0,2,1,False
KS,79,415,No,No,0,177.9,83,167.3,84,223.7,142,15.2,8,0,False
RI,36,415,No,No,0,235.1,97,196.8,104,259.7,110,7.0,7,3,False
IL,138,408,Yes,No,0,268.4,81,174.4,115,193.5,96,11.6,4,1,False
WI,72,408,No,No,0,179.9,113,149.8,112,168.2,79,9.8,7,2,False
MI,74,415,No,No,0,314.1,86,222.4,99,259.0,121,12.3,5,3,True
MI,134,415,No,Yes,41,162.0,82,324.7,77,160.1,112,11.9,5,0,False
MA,145,415,No,No,0,175.8,89,274.3,119,226.6,69,12.4,4,1,False
AL,136,510,No,No,0,109.4,91,207.5,111,135.0,107,11.6,5,0,False
WI,66,415,Yes,No,0,208.7,84,173.3,88,264.7,107,8.3,3,3,False
VT,152,510,No,Yes,20,214.6,108,96.6,82,170.7,145,7.9,5,1,False
CT,162,408,No,No,0,49.2,121,143.9,136,203.0,97,12.1,13,1,False
OR,72,510,No,No,0,141.3,133,134.9,96,227.5,97,11.2,3,2,False
HI,101,415,No,No,0,253.2,89,237.9,114,154.3,85,9.7,7,4,False
WV,125,415,No,No,0,206.0,128,198.1,71,135.9,116,13.2,3,0,False
RI,46,408,No,No,0,40.4,105,172.4,83,145.1,89,9.0,2,2,False
MI,132,408,No,No,0,291.2,104,234.2,132,191.7,87,8.9,3,1,True
ME,193,415,No,Yes,31,71.2,58,124.7,105,155.5,108,11.7,3,0,False
WV,63,510,No,No,0,261.8,69,245.0,135,202.1,94,14.7,4,0,True
NE,124,510,No,No,0,191.3,134,261.5,113,182.3,111,10.0,3,1,False
DC,144,415,No,No,0,133.3,101,255.5,127,228.6,68,11.6,2,0,False
NH,97,408,No,Yes,28,283.1,93,185.4,98,312.8,78,6.1,8,1,False
WV,137,510,No,Yes,50,186.5,94,178.0,106,215.6,100,12.1,4,2,False
IL,142,415,No,Yes,38,163.3,104,136.0,114,249.1,127,4.3,6,0,False
NH,119,415,No,Yes,19,178.1,110,212.8,100,226.3,123,10.0,6,1,False
MI,158,415,No,No,0,195.9,103,89.1,95,302.2,82,10.3,3,1,False
ND,50,415,No,No,0,295.3,127,127.4,100,166.8,105,9.6,6,1,False
LA,98,408,No,No,0,136.1,82,156.3,118,158.8,83,10.1,5,2,False
HI,101,415,No,Yes,24,114.1,95,161.5,86,176.3,90,13.0,9,2,False
WV,51,408,No,No,0,169.3,111,139.5,69,197.0,87,12.0,3,0,False
NC,117,510,No,No,0,214.4,94,138.0,149,148.7,102,9.9,1,2,False
PA,92,415,Yes,No,0,255.8,125,142.7,111,181.2,101,11.7,3,0,False
MI,86,408,No,No,0,148.2,71,285.1,91,166.4,155,6.2,3,2,False
WY,122,415,No,No,0,119.3,93,223.9,103,211.9,122,8.7,4,2,False
NJ,156,408,No,Yes,27,192.3,137,199.9,115,244.2,112,14.8,8,1,False
NJ,127,510,No,No,0,245.2,91,217.2,92,243.1,128,13.9,6,0,True
NC,130,408,Yes,No,0,216.2,106,363.7,86,126.7,123,16.9,2,5,True
NM,158,408,No,No,0,172.4,114,256.6,69,235.3,104,0.0,0,2,False
MS,145,510,Yes,Yes,30,175.3,107,153.3,116,233.6,85,11.1,3,1,False
TX,90,415,Yes,Yes,26,169.0,104,188.8,104,213.3,76,13.3,3,0,True
OK,127,510,No,Yes,27,2.6,113,254.0,102,242.7,156,9.2,5,3,False
ID,109,415,No,No,0,184.1,143,211.7,105,243.0,116,9.9,2,1,False
AL,88,415,No,No,0,181.9,90,151.5,87,143.0,100,7.5,3,1,False
WY,101,510,No,Yes,9,160.1,116,210.0,121,139.1,65,10.8,9,0,False
VA,21,415,No,No,0,223.2,142,216.5,114,214.7,111,12.4,2,1,False
WV,145,408,No,Yes,31,216.0,94,225.1,123,234.7,109,10.7,1,2,False
CA,33,408,No,No,0,159.5,115,195.4,118,102.4,86,7.1,7,1,False
PA,61,408,No,Yes,40,105.0,78,180.6,100,174.1,115,10.2,2,2,True
CO,107,415,No,No,0,204.5,108,162.4,110,155.0,102,13.4,1,3,False
MD,147,408,No,No,0,274.0,92,231.8,82,283.6,83,6.2,1,0,True
AL,95,415,No,No,0,229.9,116,202.4,110,171.4,105,14.2,6,1,False
MI,128,415,No,No,0,179.4,94,270.4,92,191.0,88,7.9,4,0,False
OH,134,415,No,No,0,7.8,86,171.4,100,186.5,80,12.9,2,2,False
IN,96,415,No,Yes,23,183.1,88,147.4,89,350.2,108,11.3,7,1,False
SC,107,415,No,No,0,206.9,79,262.4,117,149.3,69,10.7,3,0,False
KS,123,415,No,No,0,140.0,106,153.7,101,50.1,87,12.5,1,2,False
OK,35,415,No,No,0,179.2,59,283.3,101,285.4,83,5.8,7,2,False
IL,137,408,Yes,No,0,237.3,103,176.7,84,263.4,81,14.2,4,0,True
TN,88,415,No,No,0,181.5,116,187.0,119,220.3,96,10.5,7,1,False
NC,116,408,No,Yes,19,155.7,104,185.4,118,192.7,116,8.2,2,3,False
RI,123,510,No,Yes,23,245.0,88,265.0,105,239.7,108,14.9,3,2,False
VA,146,415,Yes,No,0,111.1,126,313.4,95,215.7,82,10.5,6,1,False
KY,106,510,No,Yes,9,88.5,100,324.8,109,79.9,86,8.2,4,3,False
NV,121,408,No,Yes,44,116.0,85,150.1,120,246.8,98,12.0,2,1,False
WI,137,510,No,No,0,155.5,81,133.1,94,253.1,77,9.1,2,1,False
NE,67,510,No,Yes,31,175.2,68,199.2,73,219.8,99,13.2,6,1,False
WI,161,408,No,No,0,154.7,84,177.8,125,172.9,90,5.9,2,4,True
ME,62,415,Yes,Yes,32,218.4,93,236.7,132,192.2,137,13.2,3,0,True
WY,120,415,No,Yes,24,227.5,81,234.9,71,166.4,128,9.0,13,1,False
IN,130,408,No,Yes,30,185.0,117,249.5,141,157.8,103,7.4,7,0,False
WI,20,408,No,No,0,186.8,89,253.4,51,273.1,105,12.3,6,2,False
CA,112,415,No,No,0,208.7,150,212.8,104,178.1,98,8.5,4,0,False
IN,77,408,No,No,0,185.9,95,212.0,98,282.3,81,11.3,4,3,False
SC,109,415,No,No,0,222.5,74,169.7,75,264.3,94,9.0,3,2,False
IN,108,415,No,No,0,201.1,101,170.7,86,237.4,113,11.6,3,3,False
IA,79,415,No,Yes,17,167.9,114,243.7,93,211.9,114,9.1,2,1,False
MN,38,510,No,No,0,175.7,109,211.8,97,137.9,109,9.2,3,5,True
AR,109,415,No,Yes,29,111.2,90,263.5,98,224.7,128,9.0,6,6,True
MS,78,415,No,No,0,87.7,74,214.8,58,201.3,147,10.8,6,1,False
MN,134,415,No,No,0,244.1,99,246.9,111,200.0,133,7.2,2,0,False
WA,47,415,No,Yes,27,165.0,89,127.3,118,284.4,95,7.7,4,2,False
MS,59,408,No,Yes,27,127.4,110,103.3,99,164.2,73,9.1,3,0,False
ID,151,415,No,No,0,194.8,106,292.7,103,224.6,82,5.5,3,0,False
NC,129,415,No,No,0,54.7,131,256.1,105,176.6,135,11.1,4,1,False
VA,107,510,No,Yes,27,283.4,104,224.1,152,241.3,63,14.4,7,2,False
MT,137,408,Yes,No,0,258.0,112,246.5,117,173.2,100,10.9,3,0,True
MI,76,510,No,No,0,90.5,142,211.7,75,194.9,76,9.3,2,1,False
HI,24,415,No,No,0,235.6,132,115.9,129,185.4,136,16.2,2,0,False
NC,169,408,No,No,0,142.5,82,231.4,110,131.2,67,10.0,4,2,False
MN,30,408,No,No,0,54.0,68,179.3,96,247.2,101,10.2,8,1,False
WV,70,415,No,No,0,214.8,87,131.0,114,216.9,104,9.4,3,3,False
SD,52,510,Yes,No,0,251.4,118,196.6,80,192.0,53,11.0,2,0,True
HI,3,408,No,No,0,139.0,99,250.7,108,286.2,87,6.1,3,4,False
MS,38,415,No,No,0,117.3,114,208.7,105,203.4,98,14.4,2,2,False
NY,104,415,No,No,0,264.0,108,132.2,75,177.7,91,10.6,8,3,False
LA,27,408,No,No,0,82.6,105,204.0,99,224.2,122,9.1,4,1,False
MA,13,408,No,No,0,220.4,100,211.2,79,259.3,112,13.6,8,2,False
AK,52,408,No,No,0,217.0,104,152.3,83,134.3,109,11.8,4,2,False
SD,114,415,No,Yes,25,129.0,77,290.0,110,177.1,110,11.6,5,1,False
CO,156,408,No,No,0,150.5,106,152.9,112,215.9,86,3.5,3,1,False
WV,62,415,No,No,0,189.5,122,103.8,95,180.6,106,10.8,5,2,False
ME,52,510,No,No,0,129.3,80,142.7,101,258.3,89,12.3,4,3,False
NH,146,510,No,No,0,115.6,77,213.6,100,218.4,72,10.7,6,1,False
RI,120,415,No,Yes,23,221.9,114,254.7,84,250.5,117,7.2,5,2,False
WI,90,408,No,No,0,61.3,91,194.4,94,143.1,80,11.4,9,1,False
NM,147,408,Yes,No,0,183.8,113,164.7,110,111.0,87,10.1,4,1,False
WY,159,415,No,No,0,167.4,68,143.8,74,140.1,111,10.3,3,0,True
IL,74,510,No,Yes,27,154.1,122,195.3,150,276.7,86,13.2,2,4,False
MI,87,415,No,No,0,198.3,80,187.0,89,133.5,96,16.6,4,2,False
VA,99,510,No,No,0,128.3,78,215.3,120,143.7,140,14.3,9,2,False
SD,131,510,No,No,0,187.9,110,200.5,101,202.6,125,10.2,11,2,False
AL,89,510,No,No,0,129.2,71,214.1,68,214.9,100,10.3,4,5,True
MS,123,415,Yes,No,0,125.5,106,128.9,96,251.9,129,6.3,6,4,True
MS,130,510,No,Yes,26,257.2,108,224.3,122,204.0,118,12.6,4,1,False
HI,99,415,No,No,0,124.6,90,146.4,70,169.4,95,10.5,6,1,False
WV,36,408,No,No,0,175.1,144,216.9,69,243.7,146,9.9,3,1,False
WV,87,415,No,No,0,124.3,91,173.4,105,256.3,109,7.5,5,3,False
WV,139,415,No,No,0,271.6,130,156.0,131,136.3,108,11.6,9,2,False
IN,189,510,No,No,0,219.9,80,143.3,117,130.6,69,11.7,7,1,False
NM,96,415,No,Yes,33,183.3,115,201.4,87,177.4,84,10.4,15,3,False
DE,112,408,No,No,0,101.1,119,214.4,67,179.5,112,10.3,5,2,False
NJ,108,415,No,Yes,41,171.6,110,136.1,78,183.4,103,10.8,7,0,False
RI,121,510,No,Yes,20,211.9,110,215.1,120,238.5,107,9.4,2,0,False
SD,116,415,No,No,0,63.7,101,195.8,95,210.1,87,10.0,6,1,False
NH,161,415,No,No,0,173.4,100,213.7,74,141.5,69,11.5,4,1,False
AL,19,415,Yes,No,0,237.7,98,207.1,121,182.2,95,4.5,4,0,False
ID,119,415,Yes,Yes,32,173.0,101,209.4,93,231.1,91,12.2,4,0,False
MD,125,415,No,No,0,224.9,102,143.8,87,198.9,105,8.0,2,0,False
IN,156,510,No,No,0,237.7,122,181.5,91,185.7,151,7.7,4,1,False
WY,109,415,No,No,0,137.0,128,217.0,116,182.1,86,10.0,5,2,False
NH,95,510,No,No,0,142.5,109,176.1,107,189.6,88,8.2,3,2,False
MN,90,408,No,No,0,142.4,126,126.2,118,274.2,71,4.6,4,1,False
MA,105,415,No,Yes,21,147.0,112,197.3,43,267.4,93,8.7,3,2,False
NH,101,510,No,No,0,220.3,124,188.6,101,278.4,98,10.6,4,1,False
MN,95,415,No,No,0,149.2,96,260.7,116,201.0,120,8.1,2,1,False
IA,123,415,No,No,0,204.4,88,137.5,111,226.0,100,10.0,4,0,False
AL,141,510,No,Yes,28,308.0,123,247.8,128,152.9,103,7.4,3,1,False
CA,75,415,No,Yes,19,210.3,90,241.8,87,215.7,102,13.1,3,4,False
MA,126,408,No,Yes,24,58.9,125,305.5,90,158.9,73,12.1,6,0,False
FL,153,415,No,No,0,228.9,102,160.7,136,203.1,109,12.5,2,0,False
NH,97,408,No,Yes,32,90.0,87,276.3,113,185.2,107,8.6,6,2,True
IN,115,408,No,No,0,146.7,128,106.2,74,197.7,104,11.1,4,2,False
MA,17,415,Yes,No,0,162.8,118,229.6,91,332.7,94,13.6,3,0,True
NH,105,415,No,Yes,20,186.9,114,256.3,91,334.7,104,8.9,2,1,False
TX,121,415,No,No,0,86.1,100,259.8,113,148.0,79,9.1,9,2,False
NC,125,408,No,No,0,212.3,89,215.4,127,186.8,73,11.3,2,2,False
CT,124,415,No,No,0,151.0,98,120.6,119,152.8,81,9.2,2,2,False
LA,123,510,No,Yes,32,212.3,77,251.5,78,208.7,85,6.6,2,3,False
NV,124,415,No,No,0,234.4,61,179.3,111,285.5,117,10.4,6,3,False
WV,133,510,No,No,0,176.8,92,187.5,97,196.8,88,6.5,3,2,False
SC,1,415,No,Yes,26,146.6,68,172.8,67,173.8,113,10.0,2,1,False
KS,107,415,No,No,0,260.5,108,102.4,110,129.7,148,9.8,5,1,False
NY,91,415,No,Yes,20,146.1,98,277.4,104,137.7,100,6.2,3,1,False
MI,178,408,Yes,No,0,124.5,134,141.2,78,268.2,113,11.4,2,2,True
MA,123,415,No,No,0,209.4,49,237.4,117,239.2,98,9.8,11,1,False
UT,170,415,No,No,0,285.7,44,167.5,144,260.0,97,8.7,4,1,True
HI,135,415,No,No,0,190.9,44,161.4,109,231.9,100,8.4,2,1,False
OR,134,415,No,Yes,50,208.8,130,132.9,104,136.7,107,11.1,4,2,False
CT,93,415,No,No,0,271.1,101,237.4,133,145.4,103,8.4,6,1,True
